Refdate,Link_Apto,Endereco,Bairro,Valor,Andares,Tamanho (m2),Valor (m2),Quartos,Suites,Garagem,Banheiros,Varanda,Mobiliado,Portaria,Metro
17/04/2023,https://loft.com.br/imovel/apartamento-rua-carlos-vicari-perdizes-sao-paulo-3-quartos-106m2/11x153f,Condomínio Sphera - Rua Carlos Vicari - Perdizes - São Paulo - SP,Perdizes,1200000,4º andar em diante,106,11320,3,1,2,3,1,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-nova-brasilia-sapopemba-sao-paulo-2-quartos-47m2/11xtfro,Condomínio Conjunto Residencial Jardim Centenario - Rua Nova Brasília - Sapopemba - São Paulo - SP,Sapopemba,220000,3º andar,47,4680,2,0,0,1,0,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-major-dantas-cortez-tucuruvi-sao-paulo-2-quartos-56m2/11z3jce,Condomínio Villagio Giardino - Rua Major Dantas Cortez - Tucuruvi - São Paulo - SP,Tucuruvi,420000,3º andar,56,7500,2,0,1,1,0,Não,24h,348
17/04/2023,https://loft.com.br/imovel/apartamento-rua-aurea-batista-dos-santos-vila-sonia-sao-paulo-3-quartos-68m2/1205dm7,Condomínio Residencial Spazio San Stefano - Rua Áurea Batista dos Santos - Vila Sônia - São Paulo - SP,Vila Sônia,425000,4º andar em diante,68,6250,3,1,1,2,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-dom-antonio-dos-santos-cabral-santana-sao-paulo-2-quartos-69m2/1207jfa,Condomínio I9 Sto Egidio - Rua Dom Antônio dos Santos Cabral - Santana - São Paulo - SP,Santana,905000,4º andar em diante,69,13115,2,2,2,3,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-avenida-vila-ema-sao-lucas-sao-paulo-2-quartos-51m2/120urvy,Condomínio Belvedere Park - Avenida Vila Ema - São Lucas - São Paulo - SP,São Lucas,350000,4º andar em diante,51,6862,2,0,1,1,0,Não,Sem descrição,150
17/04/2023,https://loft.com.br/imovel/apartamento-rua-toledo-barbosa-belem-sao-paulo-3-quartos-97m2/1215pgm,Condomínio Blem Home Resort - Rua Toledo Barbosa - Belém - São Paulo - SP,Belém,970000,4º andar em diante,97,10000,3,1,1,2,2,Não,24h,276
17/04/2023,https://loft.com.br/imovel/apartamento-tapuias-socorro-sao-paulo-3-quartos-76m2/u217yk,Condomínio Residencial Piazza Di Spagna - Rua Tapuias - Socorro - São Paulo - SP,Socorro,545000,4º andar em diante,76,7171,3,0,2,2,0,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-gregorio-bezerra-cidade-dutra-sao-paulo-3-quartos-150m2/sv00j4,Condomínio Em Construcao - Avenida Gregório Bezerra - Cidade Dutra - São Paulo - SP,Cidade Dutra,600000,4º andar em diante,150,4000,3,0,2,3,2,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-djalma-pessolato-cidade-dutra-sao-paulo-2-quartos-57m2/q5sozv,Condomínio Edifício Brisas Do Sul - Rua Djalma Pessolato - Cidade Dutra - São Paulo - SP,Cidade Dutra,350000,3º andar,57,6140,2,0,1,1,0,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-horacio-alves-da-costa-cidade-ademar-sao-paulo-3-quartos-56m2/pr4xpc,Condomínio Residencial Piazza Venezia - Rua Horácio Alves da Costa - Cidade Ademar - São Paulo - SP,Cidade Ademar,470000,4º andar em diante,56,8392,3,1,2,2,1,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-olivia-guedes-penteado-parque-interlagos-sao-paulo-2-quartos-62m2/dvvkud,Condomínio Living Exclusive - Rua Olívia Guedes Penteado - Parque Interlagos - São Paulo - SP,Parque Interlagos,580000,4º andar em diante,62,9354,2,1,1,2,1,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-interlagos-cidade-ademar-sao-paulo-2-quartos-72m2/defwko,Condomínio Residencial Interlagos - Avenida Interlagos - Cidade Ademar - São Paulo - SP,Cidade Ademar,495000,4º andar em diante,72,6875,2,0,2,2,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-do-rio-bonito-parque-interlagos-sao-paulo-2-quartos-57m2/d5rp3f,Condomínio Residencial Interlagos - Avenida do Rio Bonito - Parque Interlagos - São Paulo - SP,Parque Interlagos,350000,3º andar,57,6140,2,0,1,1,0,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-sargento-geraldo-sant-ana-jardim-marajoara-sao-paulo-3-quartos-68m2/aztfjy,"Condomínio Portal Do Brooklyn', "" Avenida Sargento Geraldo Sant'Ana"", ' Jardim Marajoara - São Paulo - SP",Jardim Marajoara,455000,3º andar,68,6691,3,1,2,2,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-padre-bento-ibanez-cidade-ademar-sao-paulo-2-quartos-50m2/9qn0jy,Condomínio Residencial Prudencia Park - Rua Padre Bento Ibañez - Cidade Ademar - São Paulo - SP,Cidade Ademar,395000,4º andar em diante,50,7900,2,0,1,1,0,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-professor-djalma-bento-jardim-marajoara-sao-paulo-2-quartos-75m2/4ktwf3,Condomínio Nova América - Rua Professor Djalma Bento - Jardim Marajoara - São Paulo - SP,Jardim Marajoara,430000,4º andar em diante,75,5733,2,1,1,3,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-yervant-kissajikian-cidade-ademar-sao-paulo-2-quartos-50m2/3g0l7f,Condomínio Projeto Viver Jardim Marajoara - Avenida Yervant Kissajikian - Cidade Ademar - São Paulo - SP,Cidade Ademar,340000,4º andar em diante,50,6800,2,0,1,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-iepe-campo-grande-sao-paulo-2-quartos-60m2/2bgixq,Condomínio Residencial Golf Park - Rua Iepê - Campo Grande - São Paulo - SP,Campo Grande,430000,4º andar em diante,60,7166,2,0,2,2,1,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-yervant-kissajikian-cidade-ademar-sao-paulo-2-quartos-60m2/1yhxi8i,Condomínio Edificio Residencial Liberty - Avenida Yervant Kissajikian - Cidade Ademar - São Paulo - SP,Cidade Ademar,320000,3º andar,60,5333,2,0,1,1,0,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-david-eid-jardim-marajoara-sao-paulo-3-quartos-74m2/1w45eec,Condomínio Edifício Maristela - Rua David Eid - Jardim Marajoara - São Paulo - SP,Jardim Marajoara,585000,4º andar em diante,74,7905,3,1,2,3,0,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-miguel-yunes-campo-grande-sao-paulo-2-quartos-60m2/1sn3a70,Condomínio Rios Miguel Yunes - Avenida Miguel Yunes - Campo Grande - São Paulo - SP,Campo Grande,570000,3º andar,60,9500,2,0,0,2,0,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-marcilio-dias-socorro-sao-paulo-2-quartos-66m2/1r8dfop,Condomínio The View Nova Atlantica - Rua Marcílio Dias - Socorro - São Paulo - SP,Socorro,750000,Sem info,66,11363,2,0,1,2,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-engenheiro-jose-salles-parque-interlagos-sao-paulo-1-quarto-50m2/1p4fkdx,Condomínio Conjunto Residencial Parque Dos Passaros Ii - Avenida Engenheiro José Salles - Parque Interlagos - São Paulo - SP,Parque Interlagos,792000,4º andar em diante,50,15840,1,1,1,1,0,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-frei-manuel-calado-cidade-ademar-sao-paulo-2-quartos-80m2/1mt4n5r,Condomínio Edificio Marco - Rua Frei Manuel Calado - Cidade Ademar - São Paulo - SP,Cidade Ademar,320863,3º andar,80,4010,2,0,1,1,0,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-do-rio-bonito-parque-interlagos-sao-paulo-2-quartos-57m2/1k2yq5w,Condomínio Residencial Interlagos - Avenida do Rio Bonito - Parque Interlagos - São Paulo - SP,Parque Interlagos,350000,3º andar,57,6140,2,0,1,1,0,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-joao-paulo-da-silva-cidade-dutra-sao-paulo-2-quartos-54m2/1c3ihiz,Condomínio Conjunto Residencial Varandas De Interlagos II - Avenida João Paulo da Silva - Cidade Dutra - São Paulo - SP,Cidade Dutra,330000,4º andar em diante,54,6111,2,0,1,1,1,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/casa-praca-professor-moreira-da-rocha-cachoeirinha-sao-paulo-2-quartos-153m2/1hauu6u,Praça Professor Moreira da Rocha - Cachoeirinha - São Paulo - SP,Cachoeirinha,590000,Sem info,153,3856,2,0,0,2,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-jose-antonio-coelho-vila-mariana-sao-paulo-3-quartos-95m2/121gmil,Condomínio Edificio Atlas E Apolo - Rua José Antônio Coelho - Vila Mariana - São Paulo - SP,Vila Mariana,880000,4º andar em diante,95,9263,3,1,1,3,0,Não,24h,630
17/04/2023,https://loft.com.br/imovel/apartamento-alameda-joaquim-eugenio-de-lima-jardim-paulista-sao-paulo-3-quartos-178m2/121k3g3,Condomínio Edificio Arte E Arquitetura Jardins - Alameda Joaquim Eugênio de Lima - Jardim Paulista - São Paulo - SP,Jardim Paulista,2970000,3º andar,178,16685,3,3,3,5,0,Sim,Sem descrição,656
17/04/2023,https://loft.com.br/imovel/apartamento-rua-eudoro-lemos-de-oliveira-santana-sao-paulo-2-quartos-105m2/1221mo4,"Condomínio Solar D'ouro"", ' Rua Eudoro Lemos de Oliveira - Santana - São Paulo - SP",Santana,890000,4º andar em diante,105,8476,2,1,1,2,0,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-cruz-do-espirito-santo-lajeado-sao-paulo-2-quartos-52m2/1240vrk,Condomínio Residencial Califórnia - Rua Cruz do Espírito Santo - Lajeado - São Paulo - SP,Lajeado,180000,4º andar em diante,52,3461,2,0,1,1,0,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-francisca-julia-santana-sao-paulo-1-quarto-212m2/124da7a,Condomínio Edificio Solar De Santarem - Rua Francisca Júlia - Santana - São Paulo - SP,Santana,800000,3º andar,212,3773,1,3,2,4,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-da-meacao-vila-formosa-sao-paulo-2-quartos-104m2/124k83m,Condomínio Malaga - Rua da Meação - Vila Formosa - São Paulo - SP,Vila Formosa,1600000,Sem info,104,15384,2,1,2,3,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-da-mooca-mooca-sao-paulo-2-quartos-96m2/126dymn,Condomínio Edificio Rachel Luongo - Rua da Mooca - Mooca - São Paulo - SP,Mooca,425000,3º andar,96,4427,2,0,0,1,0,Não,Sem descrição,954
17/04/2023,https://loft.com.br/imovel/apartamento-rua-capitao-pinto-ferreira-jardim-paulista-sao-paulo-3-quartos-208m2/126xf30,Condomínio Edificio Ipe - Rua Capitão Pinto Ferreira - Jardim Paulista - São Paulo - SP,Jardim Paulista,2340000,3º andar,208,11250,3,0,1,3,0,Não,Sem descrição,789
17/04/2023,https://loft.com.br/imovel/apartamento-rua-dona-brigida-aclimacao-sao-paulo-3-quartos-104m2/1270a8r,Condomínio Sao Jose - Rua Dona Brígida - Aclimação - São Paulo - SP,Aclimação,621000,3º andar,104,5971,3,1,0,2,0,Não,Parcial,724
17/04/2023,https://loft.com.br/imovel/apartamento-rua-carolina-fonseca-itaquera-sao-paulo-2-quartos-56m2/128els3,Condomínio Residencial America - Rua Carolina Fonseca - Itaquera - São Paulo - SP,Itaquera,320000,4º andar em diante,56,5714,2,0,1,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-das-joias-jabaquara-sao-paulo-2-quartos-52m2/128iiri,Condomínio Village Saint Jorge - Rua das Jóias - Jabaquara - São Paulo - SP,Jabaquara,280000,4º andar em diante,52,5384,2,0,1,1,0,Não,Sem descrição,991
17/04/2023,https://loft.com.br/imovel/apartamento-rua-general-julio-marcondes-salgado-campos-elisios-sao-paulo-2-quartos-90m2/129d9go,Condomínio Edificio Bonfim - Rua General Júlio Marcondes Salgado - 4 - Apto. 12 - Campos Elísios - São Paulo - SP,Campos Elísios,410000,3º andar,90,4555,2,0,0,1,0,Não,Sem descrição,347
17/04/2023,https://loft.com.br/imovel/apartamento-rua-sampaio-viana-paraiso-sao-paulo-2-quartos-60m2/129wit2,Rua Sampaio Viana - Paraíso - São Paulo - SP,Paraíso,958000,Sem info,60,15966,2,0,2,1,0,Não,Sem descrição,532
17/04/2023,https://loft.com.br/imovel/apartamento-rua-doutor-jose-maria-whitaker-vila-sonia-sao-paulo-3-quartos-198m2/12afmtx,Condomínio Torres Gaudi E Miro - Rua Doutor José Maria Whitaker - Vila Sônia - São Paulo - SP,Vila Sônia,1780000,4º andar em diante,198,8989,3,3,4,5,0,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-joao-de-lacerda-soares-brooklin-sao-paulo-2-quartos-71m2/12dyios,Condomínio Edificio Acacias - Rua João de Lacerda Soares - Brooklin - São Paulo - SP,Brooklin,498000,4º andar em diante,71,7014,2,0,1,2,0,Não,24h,188
17/04/2023,https://loft.com.br/imovel/casa-rua-cazerio-lembo-jabaquara-sao-paulo-3-quartos-200m2/1rusghb,Rua Cazério Lembo - Jabaquara - São Paulo - SP,Jabaquara,860000,Sem info,200,4300,3,0,0,2,0,Não,Sem descrição,752
17/04/2023,https://loft.com.br/imovel/apartamento-rua-arizona-brooklin-sao-paulo-2-quartos-125m2/12e5037,Condomínio Edifício Arizona 701 - Rua Arizona - Brooklin - São Paulo - SP,Brooklin,2000000,4º andar em diante,125,16000,2,2,2,3,1,Não,Sem descrição,813
17/04/2023,https://loft.com.br/imovel/apartamento-rua-serra-de-jurea-tatuape-sao-paulo-1-quarto-29m2/12f5itc,Condomínio Edificio Tatuape Flat - service - Rua Serra de Juréa - Tatuapé - São Paulo - SP,Tatuapé,205000,4º andar em diante,29,7068,1,0,1,1,0,Não,Sem descrição,912
17/04/2023,https://loft.com.br/imovel/apartamento-rua-samambaia-cursino-sao-paulo-3-quartos-193m2/12glq2l,Condomínio Residencial - Rua Samambaia - Cursino - São Paulo - SP,Cursino,2450000,4º andar em diante,193,12694,3,3,3,3,1,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-avenida-do-guaca-mandaqui-sao-paulo-3-quartos-105m2/12gsy3r,Condomínio Ediificio Guaca - Avenida do Guacá - Mandaqui - São Paulo - SP,Mandaqui,800000,4º andar em diante,105,7619,3,1,2,2,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-americo-samarone-sacoma-sao-paulo-2-quartos-65m2/12hupf4,Condomínio Edificio Dona Izabel - Rua Américo Samarone - Sacomã - São Paulo - SP,Sacomã,400000,4º andar em diante,65,6153,2,0,1,1,0,Não,Sem descrição,521
17/04/2023,https://loft.com.br/imovel/apartamento-rua-doutor-tomas-carvalhal-paraiso-sao-paulo-3-quartos-107m2/12i46ez,Condomínio itapuã - Rua Doutor Tomás Carvalhal - Paraíso - São Paulo - SP,Paraíso,1044000,4º andar em diante,107,9757,3,1,1,2,0,Não,Sem descrição,835
17/04/2023,https://loft.com.br/imovel/apartamento-rua-gomes-cardim-bras-sao-paulo-3-quartos-70m2/12j3096,Condomínio Residencial Villa Di Firenze - Rua Gomes Cardim - Brás - São Paulo - SP,Brás,550000,4º andar em diante,70,7857,3,0,2,1,1,Não,Sem descrição,368
17/04/2023,https://loft.com.br/imovel/apartamento-rua-santo-arcadio-brooklin-sao-paulo-2-quartos-106m2/12n6u4u,Condomínio Casa Viva - Rua Santo Arcádio - Brooklin - São Paulo - SP,Brooklin,1950000,Sem info,106,18396,2,2,2,4,0,Sim,Sem descrição,480
17/04/2023,https://loft.com.br/imovel/casa-rua-catolandia-brasilandia-sao-paulo-2-quartos-189m2/1um3z7b,Rua Catolândia - Brasilândia - São Paulo - SP,Brasilândia,420000,Sem info,189,2222,2,1,0,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-nilo-aclimacao-sao-paulo-1-quarto-74m2/12ogv6u,Condomínio Residencial - Rua Nilo - Aclimação - São Paulo - SP,Aclimação,1550000,Sem info,74,20945,1,1,2,2,0,Não,Sem descrição,395
17/04/2023,https://loft.com.br/imovel/apartamento-rua-itapaiuna-vila-andrade-sao-paulo-3-quartos-220m2/12p7gxo,Condomínio Villaggio De Panamby - Rua Itapaiuna - Vila Andrade - São Paulo - SP,Vila Andrade,2700000,4º andar em diante,220,12272,3,3,4,3,1,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-domingos-lopes-da-silva-vila-andrade-sao-paulo-1-quarto-50m2/12petbd,Condomínio Edificio Royal Bird - Rua Domingos Lopes da Silva - Vila Andrade - São Paulo - SP,Vila Andrade,270000,4º andar em diante,50,5400,1,0,1,1,0,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-joaquim-roseira-vila-andrade-sao-paulo-2-quartos-42m2/12q0x5q,Condomínio Residencial Fatto Family Club Vila Andrade - Rua Joaquim Roseira - Vila Andrade - São Paulo - SP,Vila Andrade,280000,4º andar em diante,42,6666,2,0,1,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-manoel-dutra-bela-vista-sao-paulo-1-quarto-36m2/12q6mxr,Condomínio Edificio Residencial Bela Venezia - Rua Manoel Dutra - Bela Vista - São Paulo - SP,Bela Vista,555000,4º andar em diante,36,15416,1,0,1,1,1,Não,Sem descrição,953
17/04/2023,https://loft.com.br/imovel/apartamento-rua-engenheiro-guilherme-cristiano-frender-aricanduva-sao-paulo-2-quartos-55m2/12qvb3c,Condomínio Conjunto Residencial Rio Das Pedras - Rua Engenheiro Guilherme Cristiano Frender - Aricanduva - São Paulo - SP,Aricanduva,323000,4º andar em diante,55,5872,2,0,1,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-cardeal-arcoverde-vila-madalena-sao-paulo-3-quartos-140m2/12qwkbm,Condomínio Ouro Verde - Rua Cardeal Arcoverde - Vila Madalena - São Paulo - SP,Vila Madalena,1250000,4º andar em diante,140,8928,3,1,1,3,0,Não,Parcial,687
17/04/2023,https://loft.com.br/imovel/casa-rua-pousada-de-saramagos-cachoeirinha-sao-paulo-4-quartos-298m2/lsh25f,Rua Pousada de Saramagos - Cachoeirinha - São Paulo - SP,Cachoeirinha,1500000,Sem info,298,5033,4,1,0,3,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-olimpia-de-almeida-prado-santa-cecilia-sao-paulo-1-quarto-33m2/12tms0k,Condomínio Cosmopolitan Higienopolis - Rua Olímpia de Almeida Prado - Santa Cecília - São Paulo - SP,Santa Cecília,495000,4º andar em diante,33,15000,1,0,1,1,1,Sim,24h,201
17/04/2023,https://loft.com.br/imovel/apartamento-rua-dom-joao-v-lapa-sao-paulo-2-quartos-88m2/12v5uwv,Condomínio Edificio Palacete Dom Joao V - Rua Dom João V - Lapa - São Paulo - SP,Lapa,650000,4º andar em diante,88,7386,2,1,1,3,0,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-florida-brooklin-sao-paulo-4-quartos-455m2/12wdhxi,Rua Flórida - Brooklin - São Paulo - SP,Brooklin,9500483,4º andar em diante,455,20880,4,4,4,5,1,Não,Sem descrição,443
17/04/2023,https://loft.com.br/imovel/apartamento-rua-joao-graeber-sao-lucas-sao-paulo-2-quartos-43m2/12wndfm,Rua João Graeber - São Lucas - São Paulo - SP,São Lucas,230000,3º andar,43,5348,2,0,0,1,0,Não,Sem descrição,908
17/04/2023,https://loft.com.br/imovel/apartamento-interlagos-campo-grande-sao-paulo-3-quartos-75m2/zzva47,Condomínio Interclube I - Avenida Interlagos - Campo Grande - São Paulo - SP,Campo Grande,650000,3º andar,75,8666,3,1,1,2,1,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-robert-bird-pedreira-sao-paulo-2-quartos-60m2/x3f1il,Condomínio Residencial Parque Dos Passaros - Rua Robert Bird - Pedreira - São Paulo - SP,Pedreira,260000,3º andar,60,4333,2,0,1,1,0,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-tapuias-socorro-sao-paulo-3-quartos-76m2/u217yk,Condomínio Residencial Piazza Di Spagna - Rua Tapuias - Socorro - São Paulo - SP,Socorro,545000,4º andar em diante,76,7171,3,0,2,2,0,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-gregorio-bezerra-cidade-dutra-sao-paulo-3-quartos-150m2/sv00j4,Condomínio Em Construcao - Avenida Gregório Bezerra - Cidade Dutra - São Paulo - SP,Cidade Dutra,600000,4º andar em diante,150,4000,3,0,2,3,2,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-luis-de-oliveira-capao-redondo-sao-paulo-2-quartos-45m2/re1yhq,Condomínio Portal Príncipes - Rua Luís de Oliveira - Capão Redondo - São Paulo - SP,Capão Redondo,265958,Sem info,45,5910,2,0,1,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-djalma-pessolato-cidade-dutra-sao-paulo-2-quartos-57m2/q5sozv,Condomínio Edifício Brisas Do Sul - Rua Djalma Pessolato - Cidade Dutra - São Paulo - SP,Cidade Dutra,350000,3º andar,57,6140,2,0,1,1,0,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-cupece-cidade-ademar-sao-paulo-1-quarto-28m2/nzwpq1,Condomínio Residencial Plano&cupece  -  Cupece Ii - Avenida Cupecê - Cidade Ademar - São Paulo - SP,Cidade Ademar,307000,3º andar,28,10964,1,1,0,1,2,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-jose-homero-roxo-campo-grande-sao-paulo-2-quartos-80m2/i5fwi5,Condomínio Bosque Marajoara - Rua José Homero Roxo - Campo Grande - São Paulo - SP,Campo Grande,780000,4º andar em diante,80,9750,2,1,1,2,1,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-robert-bird-pedreira-sao-paulo-3-quartos-72m2/ejsifb,Condomínio Residencial Parque Dos Passaros - Rua Robert Bird - Pedreira - São Paulo - SP,Pedreira,315000,3º andar,72,4375,3,1,1,2,0,Não,Sem descrição,100000000
